City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Tiznit,MA,2021-08-06 21:39:30,29.5833,-9.5,67.08,77,7,3.33
293,Praya,CV,2021-08-06 21:39:30,14.9215,-23.5087,79.34,78,75,9.22
294,Limon,CR,2021-08-06 21:39:31,10.0,-83.0333,80.49,83,75,5.75
295,Darnah,LY,2021-08-06 21:39:31,32.767,22.6367,80.1,89,0,20.74
296,Katangli,RU,2021-08-06 21:39:32,51.7102,143.2326,52.77,96,100,18.59
297,Ewa Beach,US,2021-08-06 21:39:32,21.3156,-158.0072,85.98,53,40,15.99
298,Camabatela,AO,2021-08-06 21:39:32,-8.1881,15.375,64.42,54,12,3.58
299,Tilichiki,RU,2021-08-06 21:39:33,60.4667,166.1,54.09,58,15,4.59
300,Bluefields,NI,2021-08-06 21:39:33,12.0137,-83.7635,82.47,83,40,6.91
301,Mount Gambier,AU,2021-08-06 21:39:34,-37.8333,140.7667,46.31,100,75,8.05
302,Port Hedland,AU,2021-08-06 21:39:34,-20.3167,118.5667,64.45,22,0,11.5
303,Kenai,US,2021-08-06 21:39:34,60.5544,-151.2583,64.02,78,20,16.11
304,Westport,US,2021-08-06 21:35:21,41.1415,-73.3579,90.34,61,1,1.01
305,Guiren,CN,2021-08-06 21:39:35,33.6697,118.1889,75.49,97,39,5.95
306,Mittersill,AT,2021-08-06 21:39:35,47.2667,12.4833,59.85,93,26,4.59
307,Komsomolskiy,UZ,2021-08-06 21:39:35,40.4272,71.7189,75.92,38,98,6.91
308,Pueblo,US,2021-08-06 21:39:36,38.2545,-104.6091,100.35,15,1,5.99
309,Nishihara,JP,2021-08-06 21:39:36,26.1842,127.7558,82.06,97,75,16.11
310,Agadez,NE,2021-08-06 21:39:36,19.75,10.25,91.69,11,10,6.67
311,Qostanay,KZ,2021-08-06 21:39:37,53.1667,63.5833,61.09,88,0,11.18
312,Denton,US,2021-08-06 21:39:37,33.2001,-97.1336,96.57,47,1,1.01
313,Yerbogachen,RU,2021-08-06 21:39:37,61.2767,108.0108,51.89,63,53,5.1
314,Gilbues,BR,2021-08-06 21:39:38,-9.8317,-45.3439,80.47,33,46,9.75
315,Smithers,CA,2021-08-06 21:36:30,54.7804,-127.1743,62.92,59,75,2.3
316,Boende,CD,2021-08-06 21:39:38,-0.2167,20.8667,73.15,88,100,2.26
317,Puerto Carreno,CO,2021-08-06 21:39:39,6.189,-67.4859,80.17,79,73,4.63
318,Turochak,RU,2021-08-06 21:39:39,52.2576,87.1224,57.27,97,100,2.73
319,Sakakah,SA,2021-08-06 21:39:39,29.9697,40.2064,90.97,15,21,9.95
320,Palmer,US,2021-08-06 21:39:39,42.1584,-72.3287,87.82,42,20,4.61
321,Kaseda,JP,2021-08-06 21:39:40,31.4167,130.3167,78.03,82,99,9.51
322,Chapais,CA,2021-08-06 21:39:40,49.7834,-74.8492,71.38,83,100,13.35
323,Grand Forks,US,2021-08-06 21:39:40,47.9417,-97.4337,78.53,34,20,8.05
324,Cabras,IT,2021-08-06 21:39:41,39.93,8.5314,73.08,61,39,3.74
325,Sendhwa,IN,2021-08-06 21:39:41,21.6833,75.1,74.59,90,78,11.3
326,Rupert,US,2021-08-06 21:39:41,42.6191,-113.6772,75.09,43,1,11.5
327,Sao Filipe,CV,2021-08-06 21:39:42,14.8961,-24.4956,77.05,85,40,8.03
328,Saint George,US,2021-08-06 21:39:42,37.1041,-113.5841,106.27,7,1,3.0
329,Venado Tuerto,AR,2021-08-06 21:39:42,-33.7456,-61.9688,64.78,53,76,9.55
330,Atagay,RU,2021-08-06 21:39:43,55.1033,99.3875,60.28,81,100,3.53
331,Eureka,US,2021-08-06 21:39:43,40.8021,-124.1637,77.2,74,56,8.5
332,Carutapera,BR,2021-08-06 21:39:43,-1.195,-46.02,76.08,88,62,6.29
333,Puri,IN,2021-08-06 21:39:44,19.8,85.85,86.38,76,48,5.35
334,Husavik,IS,2021-08-06 21:39:44,66.0449,-17.3389,55.31,86,3,2.8
335,Filingue,NE,2021-08-06 21:39:44,14.3521,3.3168,91.18,46,85,12.84
336,Pangnirtung,CA,2021-08-06 21:39:44,66.1451,-65.7125,42.8,75,90,9.22
337,Sherlovaya Gora,RU,2021-08-06 21:39:45,50.5667,116.25,59.11,63,34,4.38
338,Aqtobe,KZ,2021-08-06 21:39:45,50.2797,57.2072,69.89,52,0,8.95
339,Turayf,SA,2021-08-06 21:39:45,31.6725,38.6637,82.65,28,0,11.5
340,Brovst,DK,2021-08-06 21:39:46,57.0956,9.528,64.35,72,20,14.97
341,West Bay,KY,2021-08-06 21:39:46,19.3667,-81.4167,89.01,73,40,4.0
342,Cooma,AU,2021-08-06 21:39:47,-36.2333,149.1333,20.97,93,9,0.0
343,Gat,IL,2021-08-06 21:38:04,31.61,34.7642,85.41,54,0,2.06
344,Tabasalu,EE,2021-08-06 21:39:48,59.4303,24.5331,64.69,79,75,11.5
345,Cayenne,GF,2021-08-06 21:39:49,4.9333,-52.3333,84.09,80,75,4.0
346,Islampur,IN,2021-08-06 21:39:49,26.2667,88.2,82.13,82,100,6.46
347,Sarankhola,BD,2021-08-06 21:39:49,22.3082,89.7897,80.58,89,100,5.35
348,Hauterive,FR,2021-08-06 21:39:50,46.0901,3.4459,66.96,86,51,2.71
349,Shenjiamen,CN,2021-08-06 21:39:50,29.9576,122.298,79.16,88,75,10.45
350,Hamilton,US,2021-08-06 21:39:50,39.1834,-84.5333,87.66,52,40,8.05
351,Luang Prabang,LA,2021-08-06 21:38:49,19.8856,102.1347,72.82,98,97,1.68
352,Kavieng,PG,2021-08-06 21:39:51,-2.5744,150.7967,82.99,74,96,9.24
353,Palu,ID,2021-08-06 21:39:51,-0.8917,119.8707,76.19,92,100,3.42
354,Tautira,PF,2021-08-06 21:39:52,-17.7333,-149.15,84.22,71,3,7.07
355,Ohrid,MK,2021-08-06 21:39:52,41.1172,20.8019,63.66,59,2,3.67
356,Lillooet,CA,2021-08-06 21:39:52,50.6856,-121.942,83.16,47,99,6.53
357,Temerloh,MY,2021-08-06 21:39:53,3.4483,102.4176,73.62,95,76,0.18
358,Bandarbeyla,SO,2021-08-06 21:39:53,9.4942,50.8122,75.38,83,100,28.79
359,Lively,CA,2021-08-06 21:39:53,46.4334,-81.1498,71.02,72,100,5.59
360,Pacific Grove,US,2021-08-06 21:39:54,36.6177,-121.9166,96.62,76,40,5.01
361,Leningradskiy,RU,2021-08-06 21:39:54,69.3833,178.4167,35.94,84,100,6.78
362,Ucluelet,CA,2021-08-06 21:39:55,48.9329,-125.5528,70.05,79,94,1.01
363,Uige,AO,2021-08-06 21:39:55,-7.6087,15.0613,68.81,56,15,2.89
364,Gornopravdinsk,RU,2021-08-06 21:39:55,60.05,69.9,59.0,84,25,3.51
365,Carballo,ES,2021-08-06 21:39:55,43.213,-8.691,64.87,90,73,6.02
366,Ha Tinh,VN,2021-08-06 21:39:56,18.3333,105.9,83.91,68,86,6.82
367,Coria,ES,2021-08-06 21:39:56,39.9879,-6.5377,70.45,51,9,5.61
368,Sechura,PE,2021-08-06 21:39:56,-5.5569,-80.8222,73.33,58,0,18.79
369,Novi Banovci,RS,2021-08-06 21:39:57,44.9547,20.2819,72.1,71,0,0.0
370,Alghero,IT,2021-08-06 21:39:57,40.5589,8.3181,73.49,88,50,2.3
371,Bo Phloi,TH,2021-08-06 21:39:57,14.3236,99.5161,75.72,85,99,4.52
372,Malanje,AO,2021-08-06 21:39:58,-9.5402,16.341,68.52,24,4,3.49
373,Meulaboh,ID,2021-08-06 21:39:58,4.1363,96.1285,76.21,87,95,4.56
374,Abu Kamal,SY,2021-08-06 21:39:58,34.4506,40.9171,94.73,14,70,9.71
375,Rocha,UY,2021-08-06 21:39:59,-34.4833,-54.3333,57.7,95,0,6.96
376,Dustlik,UZ,2021-08-06 21:39:59,40.5247,68.0358,75.85,21,0,6.15
377,Kiunga,PG,2021-08-06 21:39:59,-6.1219,141.2906,70.92,99,100,2.21
378,Manokwari,ID,2021-08-06 21:40:00,-0.8667,134.0833,77.31,81,85,3.24
379,Santa Rosa,PH,2021-08-06 21:40:00,14.3122,121.1114,83.1,84,99,5.59
380,Ciudad Bolivar,VE,2021-08-06 21:40:00,8.1222,-63.5497,81.86,74,76,1.21
381,Galich,RU,2021-08-06 21:40:01,58.3797,42.3475,58.28,99,100,4.97
382,Plouzane,FR,2021-08-06 21:40:01,48.3833,-4.6167,60.85,88,90,11.5
383,Fortuna,US,2021-08-06 21:40:02,40.5982,-124.1573,92.48,66,40,5.01
384,Dandong,CN,2021-08-06 21:40:02,40.1292,124.3947,69.39,93,11,3.78
385,Dauriya,RU,2021-08-06 21:40:03,49.9333,116.8667,62.47,66,100,3.42
386,Vysha,RU,2021-08-06 21:40:03,53.8477,42.3777,71.82,45,53,9.82
387,Katsuura,JP,2021-08-06 21:37:08,35.1333,140.3,82.51,86,96,8.08
388,Isangel,VU,2021-08-06 21:40:04,-19.55,169.2667,69.91,78,75,3.44
389,Shahr-E Babak,IR,2021-08-06 21:40:04,30.1165,55.1186,75.06,33,94,5.61
390,Ust-Kuyga,RU,2021-08-06 21:40:05,70.0167,135.6,54.84,57,0,3.49
391,Rehoboth,NA,2021-08-06 21:35:37,-23.3167,17.0833,59.05,24,17,8.14
392,Luwuk,ID,2021-08-06 21:40:06,-0.9516,122.7875,76.44,90,100,5.5
393,Erzin,TR,2021-08-06 21:40:06,36.9559,36.2,83.12,89,13,3.18
394,Hervey Bay,AU,2021-08-06 21:40:06,-25.2986,152.8535,58.03,87,15,3.0
395,Anapskaya,RU,2021-08-06 21:40:07,44.89,37.38,73.26,83,2,2.24
396,Severobaykalsk,RU,2021-08-06 21:40:07,55.65,109.3167,52.07,92,42,4.21
397,Numan,NG,2021-08-06 21:40:07,9.4667,12.0333,75.13,90,100,7.63
398,Lyubokhna,RU,2021-08-06 21:40:08,53.5033,34.3885,66.56,97,98,3.49
399,Mackay,AU,2021-08-06 21:40:08,-21.15,149.2,61.05,87,87,3.44
400,Uyuni,BO,2021-08-06 21:40:08,-20.4597,-66.825,45.52,16,0,4.92
401,Derzhavinsk,KZ,2021-08-06 21:40:09,51.1,66.3167,69.35,71,100,3.94
402,Tieli,CN,2021-08-06 21:40:09,46.95,128.05,66.22,92,58,3.6
403,Roald,NO,2021-08-06 21:40:10,62.5833,6.1333,66.25,77,90,9.22
404,Axim,GH,2021-08-06 21:40:10,4.8699,-2.2405,76.01,83,72,9.28
405,Barao De Melgaco,BR,2021-08-06 21:40:10,-16.1944,-55.9675,95.52,25,59,4.59
406,Krasnoselkup,RU,2021-08-06 21:40:11,65.7,82.4667,61.29,67,9,5.28
407,Puerto Escondido,MX,2021-08-06 21:40:11,15.85,-97.0667,85.03,61,75,9.22
408,Shetpe,KZ,2021-08-06 21:40:11,44.1667,52.1167,83.35,32,2,7.81
409,Liberty,US,2021-08-06 21:40:12,31.8335,-81.5004,80.98,44,75,5.75
410,Mandali,IQ,2021-08-06 21:40:12,33.7499,45.5541,97.61,16,52,1.07
411,Teguldet,RU,2021-08-06 21:40:12,57.3064,88.1667,59.2,98,90,0.92
412,Viedma,AR,2021-08-06 21:40:13,-40.8135,-62.9967,60.84,36,100,7.4
413,De Land,US,2021-08-06 21:37:45,29.0283,-81.3031,95.14,41,1,9.22
414,Kushiro,JP,2021-08-06 21:40:13,42.975,144.3747,72.97,92,31,6.71
415,Darhan,MN,2021-08-06 21:40:14,49.4867,105.9228,60.37,96,59,2.3
416,Aljezur,PT,2021-08-06 21:40:14,37.3191,-8.8033,64.13,87,0,10.27
417,Katherine,AU,2021-08-06 21:40:14,-14.4667,132.2667,52.12,46,2,8.05
418,Pimenta Bueno,BR,2021-08-06 21:40:15,-11.6725,-61.1936,85.15,26,0,1.12
419,Bar Harbor,US,2021-08-06 21:40:15,44.3876,-68.2039,82.89,78,1,12.66
420,Abha,SA,2021-08-06 21:40:16,18.2164,42.5053,68.25,52,40,5.75
421,Mishawaka,US,2021-08-06 21:36:56,41.662,-86.1586,84.45,77,40,12.66
422,Guhagar,IN,2021-08-06 21:40:16,17.4842,73.1929,78.6,87,37,7.67
423,Vozdvizhenka,RU,2021-08-06 21:40:16,43.9,131.95,73.15,93,100,1.63
424,Santa Vitoria Do Palmar,BR,2021-08-06 21:40:17,-33.5189,-53.3681,57.38,94,42,7.07
425,Lamu,KE,2021-08-06 21:40:17,-2.2717,40.902,75.42,81,6,15.79
426,Redlands,US,2021-08-06 21:38:55,34.0556,-117.1825,106.45,27,1,10.0
427,Bulaevo,KZ,2021-08-06 21:40:18,54.9056,70.4439,63.99,90,88,3.6
428,Alexandria,EG,2021-08-06 21:40:18,31.2156,29.9553,82.36,74,0,5.75
429,Bilibino,RU,2021-08-06 21:40:19,68.0546,166.4372,59.31,69,68,6.91
430,Rio Gallegos,AR,2021-08-06 21:40:19,-51.6226,-69.2181,39.25,45,0,23.02
431,Selcuk,TR,2021-08-06 21:40:19,37.9514,27.3685,80.01,70,0,2.3
432,Ust-Nera,RU,2021-08-06 21:40:20,64.5667,143.2,59.88,54,3,3.22
433,Adrar,MR,2021-08-06 21:40:20,20.5022,-10.0711,97.36,23,57,10.87
434,Itatiaia,BR,2021-08-06 21:40:20,-22.4961,-44.5633,61.03,89,100,3.11
435,Karpathos,GR,2021-08-06 21:40:21,35.507,27.2132,77.65,83,0,12.12
436,Skjervoy,NO,2021-08-06 21:40:21,70.0311,20.9714,55.51,73,100,2.33
437,Uruzgan,AF,2021-08-06 21:40:21,32.8333,66.0,72.36,18,0,2.35
438,Beloha,MG,2021-08-06 21:40:22,-25.1667,45.05,64.85,65,1,5.14
439,Hambantota,LK,2021-08-06 21:40:22,6.1241,81.1185,79.14,94,20,8.05
440,Luderitz,NA,2021-08-06 21:40:22,-26.6481,15.1594,57.88,63,4,3.65
441,Arlit,NE,2021-08-06 21:40:23,18.7369,7.3853,98.47,25,66,13.58
442,Mahanoro,MG,2021-08-06 21:40:23,-19.9,48.8,64.24,91,71,5.14
443,Pouembout,NC,2021-08-06 21:40:24,-21.1333,164.9,69.69,51,76,3.91
444,Marau,BR,2021-08-06 21:40:24,-28.4492,-52.2,71.55,78,100,3.91
445,Lagoa,PT,2021-08-06 21:40:24,39.05,-27.9833,68.95,71,66,18.3
446,Stepnyak,KZ,2021-08-06 21:40:25,52.8339,70.7803,63.57,86,95,7.72
447,Bowen,AU,2021-08-06 21:40:25,-20.0167,148.2333,46.62,75,72,9.19
448,Dzhebariki-Khaya,RU,2021-08-06 21:40:26,62.2167,135.8,66.07,50,83,4.65
449,Smidovich,RU,2021-08-06 21:40:26,48.6,133.8167,64.9,98,100,12.71
450,Baker City,US,2021-08-06 21:40:27,44.7749,-117.8344,79.16,49,1,6.91
451,Chulman,RU,2021-08-06 21:40:27,56.8479,124.9104,55.13,97,100,3.74
452,Abu Samrah,SY,2021-08-06 21:40:27,35.3029,37.1841,82.26,37,26,11.21
453,Kibala,TD,2021-08-06 21:40:28,9.1104,18.3463,78.75,83,0,0.0
454,Santa Cruz,BO,2021-08-06 21:40:28,-17.8,-63.1667,85.46,34,0,13.8
455,Lompoc,US,2021-08-06 21:39:11,34.6391,-120.4579,91.02,72,1,12.66
456,Jiancheng,CN,2021-08-06 21:40:29,30.391,104.5491,81.61,92,100,4.07
457,Nkowakowa,ZA,2021-08-06 21:40:29,-23.8878,30.2871,51.85,29,29,4.63
458,Sitrah,BH,2021-08-06 21:40:29,26.1547,50.6206,96.8,57,0,1.01
459,Juneau,US,2021-08-06 21:40:29,58.3019,-134.4197,60.85,95,90,4.0
460,Haines Junction,CA,2021-08-06 21:40:30,60.7522,-137.5108,53.55,94,100,2.3
461,Reconquista,AR,2021-08-06 21:40:30,-29.15,-59.65,69.55,48,0,7.74
462,Miraflores,MX,2021-08-06 21:40:31,19.2167,-98.8083,74.16,73,99,5.55
463,Oranienburg,DE,2021-08-06 21:40:31,52.75,13.2333,64.2,99,84,2.37
464,Codrington,AU,2021-08-06 21:40:31,-38.2667,141.9667,49.8,88,100,8.3
465,Beyneu,KZ,2021-08-06 21:40:32,45.3167,55.2,88.21,24,4,8.14
466,Lumphat,KH,2021-08-06 21:40:32,13.4878,106.9816,73.54,99,100,2.8
467,Saint-Joseph,RE,2021-08-06 21:40:32,-21.3667,55.6167,64.76,75,68,11.83
468,Waihi Beach,NZ,2021-08-06 21:40:33,-37.4,175.9333,56.73,77,60,25.01
469,Savannah Bight,HN,2021-08-06 21:40:33,16.45,-85.85,87.85,80,15,23.29
470,Slave Lake,CA,2021-08-06 21:40:34,55.2834,-114.769,58.98,82,90,6.91
471,Beausejour,CA,2021-08-06 21:40:34,50.0622,-96.5167,79.77,29,77,6.85
472,Marystown,CA,2021-08-06 21:40:34,47.1666,-55.1483,70.86,100,13,5.01
473,Batagay,RU,2021-08-06 21:40:34,67.6333,134.6333,61.59,41,14,3.85
474,Bima,ID,2021-08-06 21:40:35,-8.4667,118.7167,73.62,93,100,3.71
475,Klaksvik,FO,2021-08-06 21:40:35,62.2266,-6.589,58.12,97,84,14.74
476,Xai-Xai,MZ,2021-08-06 21:40:35,-25.0519,33.6442,63.48,55,0,6.11
477,Fomboni,KM,2021-08-06 21:40:36,-12.28,43.7425,75.34,73,6,5.3
478,Shingu,JP,2021-08-06 21:40:36,33.7333,135.9833,80.91,92,82,11.5
479,Ternate,ID,2021-08-06 21:40:37,0.8,127.4,80.22,76,83,3.71
480,Sibolga,ID,2021-08-06 21:40:37,1.7427,98.7792,75.94,83,70,3.18
481,Sao Jose Da Coroa Grande,BR,2021-08-06 21:40:38,-8.8978,-35.1478,74.25,82,29,14.0
482,Lucea,JM,2021-08-06 21:40:38,18.451,-78.1736,85.86,75,70,11.03
483,Santiago Del Estero,AR,2021-08-06 21:40:38,-27.7951,-64.2615,74.8,27,26,7.9
484,Sabha,LY,2021-08-06 21:40:39,27.0377,14.4283,91.06,10,0,8.19
485,Eldoret,KE,2021-08-06 21:40:39,0.5204,35.2699,57.29,82,0,9.22
486,Karratha,AU,2021-08-06 21:40:39,-20.7377,116.8463,65.52,31,3,15.28
487,Ostrovnoy,RU,2021-08-06 21:40:40,68.0531,39.5131,50.58,86,24,5.66
488,San Ignacio,BZ,2021-08-06 21:40:40,17.1561,-89.0714,89.74,66,40,4.61
489,Goulburn,AU,2021-08-06 21:40:40,-34.75,149.7167,44.15,82,7,14.88
490,Aginskoye,RU,2021-08-06 21:40:41,51.1,114.53,60.53,70,68,2.86
491,Carauari,BR,2021-08-06 21:37:21,-4.8828,-66.8958,85.91,52,58,2.89
492,Zyryanskoye,RU,2021-08-06 21:40:41,56.8306,86.6258,56.68,96,93,5.64
493,Bardiyah,LY,2021-08-06 21:40:42,31.7561,25.0865,79.88,86,0,16.87
494,Hare Bay,CA,2021-08-06 21:40:43,48.8499,-54.0148,81.75,69,16,15.17
495,Mareeba,AU,2021-08-06 21:40:43,-17.0,145.4333,63.32,76,80,2.19
496,Birin,NP,2021-08-06 21:40:44,26.8865,88.0718,65.1,89,100,3.51
497,Aksarka,RU,2021-08-06 21:40:44,66.5606,67.7975,62.26,64,25,3.78
498,Kragujevac,RS,2021-08-06 21:40:44,44.0167,20.9167,62.89,54,14,4.05
499,Rabo De Peixe,PT,2021-08-06 21:40:45,37.8,-25.5833,71.11,73,40,9.22
500,Mont-Dore,NC,2021-08-06 21:39:02,-22.2833,166.5833,69.01,99,91,7.7
501,Grindavik,IS,2021-08-06 21:40:45,63.8424,-22.4338,54.07,87,75,2.3
502,Ancud,CL,2021-08-06 21:40:46,-41.8697,-73.8203,47.73,77,75,12.75
503,Los Llanos De Aridane,ES,2021-08-06 21:40:28,28.6585,-17.9182,69.55,96,40,16.11
504,Paka,MY,2021-08-06 21:40:46,4.6374,103.4368,75.13,100,26,0.0
505,Murgab,TM,2021-08-06 21:40:46,37.4966,61.9714,82.27,32,0,6.91
506,Suzun,RU,2021-08-06 21:40:47,53.7841,82.3116,56.8,95,17,4.27
507,Victoria,HK,2021-08-06 21:40:47,22.2855,114.1577,85.21,93,95,5.01
508,Pucallpa,PE,2021-08-06 21:40:47,-8.3791,-74.5539,89.64,43,40,8.05
509,Severo-Yeniseyskiy,RU,2021-08-06 21:40:47,60.3725,93.0408,53.71,74,57,0.63
510,Dukhovshchina,RU,2021-08-06 21:40:48,55.1919,32.4111,63.9,98,100,10.11
511,Znamenskoye,RU,2021-08-06 21:40:48,57.1281,73.8282,58.01,90,45,3.67
512,Kalabo,ZM,2021-08-06 21:40:49,-14.97,22.6814,57.43,23,0,7.02
513,Shenkursk,RU,2021-08-06 21:40:49,62.1091,42.896,56.53,61,100,5.75
514,Shitkino,RU,2021-08-06 21:40:49,56.3703,98.3543,61.29,79,100,3.06
515,Kloulklubed,PW,2021-08-06 21:40:50,7.0419,134.2556,79.3,78,99,3.8
516,Yar-Sale,RU,2021-08-06 21:40:50,66.8333,70.8333,62.67,67,77,4.5
517,Ust-Tsilma,RU,2021-08-06 21:40:50,65.441,52.1498,43.48,96,34,3.24
518,Boda,CF,2021-08-06 21:40:51,4.3189,17.4695,69.96,92,100,3.51
519,Sao Felix Do Xingu,BR,2021-08-06 21:40:51,-6.6447,-51.995,81.14,33,3,2.46
520,Seydi,TM,2021-08-06 21:40:51,39.4816,62.9137,88.32,17,26,11.56
521,Segezha,RU,2021-08-06 21:40:52,63.7415,34.3222,52.21,73,8,8.32
522,Amudat,UG,2021-08-06 21:40:52,1.95,34.95,70.54,57,19,2.48
523,Capreol,CA,2021-08-06 21:40:52,46.706,-80.9225,70.56,77,90,3.0
524,Gamba,GA,2021-08-06 21:40:53,-2.65,10.0,73.09,84,64,6.96
525,Upanema,BR,2021-08-06 21:40:53,-5.6419,-37.2578,86.49,33,89,20.76
526,Salvador,SV,2021-08-06 21:40:54,13.8333,-88.9167,84.24,84,97,1.95
527,Usinsk,RU,2021-08-06 21:40:54,65.9939,57.5281,50.67,87,100,7.78
528,Grand Gaube,MU,2021-08-06 21:40:54,-20.0064,57.6608,70.2,70,46,7.0
529,Pahrump,US,2021-08-06 21:40:55,36.2083,-115.9839,103.1,4,0,3.0
530,Arica,CL,2021-08-06 21:40:55,-18.475,-70.3042,61.03,72,0,8.05
531,Valdez,EC,2021-08-06 21:40:55,1.2492,-78.9831,78.48,82,100,11.92
532,Poso,ID,2021-08-06 21:40:55,-1.3959,120.7524,77.88,81,99,5.08
533,Portland,US,2021-08-06 21:40:56,45.5234,-122.6762,81.57,64,75,1.01
534,Billings,US,2021-08-06 21:40:19,45.7833,-108.5007,91.36,34,75,12.66
535,Quelimane,MZ,2021-08-06 21:40:56,-17.8786,36.8883,67.24,91,0,3.51
536,Sao Miguel Do Araguaia,BR,2021-08-06 21:36:50,-13.275,-50.1628,79.63,28,71,5.57
537,Itarema,BR,2021-08-06 21:40:57,-2.9248,-39.9167,79.18,72,16,18.63
538,Invermere,CA,2021-08-06 21:40:57,50.5167,-116.0354,86.68,22,100,8.37
539,Cururupu,BR,2021-08-06 21:40:57,-1.8283,-44.8683,75.6,85,47,2.33
540,Olinda,BR,2021-08-06 21:40:58,-8.0089,-34.8553,76.73,83,75,10.36
541,Kanniyakumari,IN,2021-08-06 21:40:58,8.0833,77.5667,79.3,79,100,22.21
542,Shushenskoye,RU,2021-08-06 21:40:59,53.325,91.9356,60.48,96,100,5.97
543,Pimentel,PE,2021-08-06 21:40:59,-6.8367,-79.9342,70.09,76,20,5.01
544,El Reno,US,2021-08-06 21:41:00,35.5323,-97.955,95.22,46,1,16.11
545,Ponta Do Sol,PT,2021-08-06 21:41:00,32.6667,-17.1,76.01,83,13,1.52
546,Polis,CY,2021-08-06 21:41:00,35.0367,32.4264,80.42,52,0,7.34
547,Sao Paulo De Olivenca,BR,2021-08-06 21:41:01,-3.3783,-68.8725,84.02,59,71,1.95
548,Ust-Kulom,RU,2021-08-06 21:41:01,61.6864,53.6902,49.42,87,43,3.22
549,The Valley,AI,2021-08-06 21:41:01,18.217,-63.0578,85.86,70,40,11.5
550,Berlevag,NO,2021-08-06 21:41:02,70.8578,29.0864,58.95,63,0,11.5
551,Weligama,LK,2021-08-06 21:41:02,5.9667,80.4167,77.52,89,100,10.45
552,Kasama,ZM,2021-08-06 21:41:03,-10.2129,31.1808,59.81,47,1,4.97
553,Dryden,CA,2021-08-06 21:41:03,49.7833,-92.7503,62.89,63,90,0.0
554,Kapit,MY,2021-08-06 21:41:03,2.0167,112.9333,73.98,92,96,0.81
555,Kabinda,CD,2021-08-06 21:41:04,-6.1333,24.4833,74.03,28,55,3.06
556,Aripuana,BR,2021-08-06 21:38:24,-9.1667,-60.6333,83.16,33,13,2.04
557,Hanyang,CN,2021-08-06 21:41:05,32.1371,105.5126,70.9,92,100,5.79
558,Istok,XK,2021-08-06 21:41:05,42.7808,20.4875,67.12,59,63,4.16
559,Verkhoyansk,RU,2021-08-06 21:41:05,67.5447,133.385,58.95,46,91,2.15
560,San-Pedro,CI,2021-08-06 21:41:06,4.7485,-6.6363,74.57,87,11,5.44
561,Half Moon Bay,US,2021-08-06 21:41:06,37.4636,-122.4286,97.57,61,1,8.05
562,Mashpee,US,2021-08-06 21:41:06,41.6484,-70.4811,82.69,75,1,11.5
563,Nueva Italia,PY,2021-08-06 21:41:06,-25.6167,-57.5,76.23,52,73,5.06
564,Pucara,PE,2021-08-06 21:41:07,-15.9803,-71.4606,42.93,48,23,9.69
565,Anadyr,RU,2021-08-06 21:41:07,64.75,177.4833,50.5,81,20,8.01
566,Mangai,CD,2021-08-06 21:41:07,-4.05,19.5333,75.0,34,13,1.79
567,Fare,PF,2021-08-06 21:41:08,-16.7,-151.0167,78.37,70,5,7.65
568,Mercedes,AR,2021-08-06 21:41:08,-34.6515,-59.4307,68.02,66,51,9.78
569,Dunedin,NZ,2021-08-06 21:41:08,-45.8742,170.5036,47.8,54,21,20.0
570,Vestmanna,FO,2021-08-06 21:41:09,62.1564,-7.1664,56.32,94,75,1.14
571,Inhambane,MZ,2021-08-06 21:41:09,-23.865,35.3833,67.05,77,0,9.24
572,Champerico,GT,2021-08-06 21:41:09,14.3,-91.9167,93.74,69,69,5.61
573,Egvekinot,RU,2021-08-06 21:41:10,66.3167,-179.1667,38.12,75,100,17.72
574,Ryotsu,JP,2021-08-06 21:41:10,38.0833,138.4333,82.36,73,47,5.7
575,Manuk Mangkaw,PH,2021-08-06 21:41:11,4.8,119.85,84.34,69,44,6.76
576,Boddam,GB,2021-08-06 21:41:11,57.4667,-1.7833,60.12,91,23,18.23
577,Iqaluit,CA,2021-08-06 21:41:11,63.7506,-68.5145,44.33,76,90,8.05
578,Bilma,NE,2021-08-06 21:41:12,18.6853,12.9164,96.6,9,68,8.55
579,Novokorsunskaya,RU,2021-08-06 21:41:12,45.6408,39.1464,84.2,39,77,14.36
580,Hirara,JP,2021-08-06 21:41:13,24.8,125.2833,82.96,87,100,30.78
