City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Scarborough,GB,54.2797,-0.4044,64.78,74,99,1.99,overcast clouds
349,Bambous Virieux,MU,-20.3428,57.7575,71.22,68,40,5.75,scattered clouds
350,Zheleznogorsk,RU,52.331,35.3711,79.61,62,97,3.62,overcast clouds
351,Kaeo,NZ,-35.1,173.7833,48.33,93,25,4.88,scattered clouds
352,Elizabeth City,US,36.2946,-76.2511,82.98,92,75,8.05,light rain
353,Bangassou,CF,4.7413,22.8184,73.36,93,99,2.55,light rain
354,Nenjiang,CN,49.1833,125.2167,64.51,89,13,2.53,few clouds
355,Nioro,GM,13.35,-15.75,84.47,69,91,8.01,overcast clouds
356,Mahebourg,MU,-20.4081,57.7,71.26,68,40,5.75,scattered clouds
357,Nishihara,JP,26.1842,127.7558,83.86,95,90,24.16,mist
358,Mantua,IT,45.1667,10.7833,92.71,58,59,5.01,broken clouds
359,Bandar,ID,2.05,99.75,74.34,98,56,2.86,broken clouds
360,Sistranda,NO,63.7256,8.834,75.16,53,97,23.02,overcast clouds
361,Savannah Bight,HN,16.45,-85.85,87.85,77,82,19.17,broken clouds
362,Kavaratti,IN,10.5669,72.642,81.99,79,100,19.46,overcast clouds
363,Yumen,CN,40.2833,97.2,73.35,30,90,8.84,overcast clouds
364,Asyut,EG,27.181,31.1837,109.58,9,0,8.77,clear sky
365,Nara,JP,34.6851,135.8049,79.88,82,3,1.79,clear sky
366,Havelock,US,34.8791,-76.9013,82.35,91,99,1.99,overcast clouds
367,Forquilhinha,BR,-28.7475,-49.4722,77.4,50,100,5.35,overcast clouds
368,Kilindoni,TZ,-7.9139,39.6668,75.81,72,20,8.88,few clouds
369,Dwarka,IN,22.2394,68.9678,82.13,77,94,10.22,overcast clouds
370,Phu Ly,VN,20.5411,105.9139,85.73,76,100,4.81,moderate rain
371,Cilegon,ID,-6.0174,106.0538,80.49,80,4,5.82,clear sky
372,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,16.11,scattered clouds
373,Saint-Augustin,CA,51.226,-58.6502,79.41,51,65,22.19,broken clouds
374,Keti Bandar,PK,24.1447,67.4497,81.99,74,60,11.01,broken clouds
375,Ormara,PK,25.2088,64.6357,80.78,82,85,11.65,overcast clouds
376,Bergerac,FR,44.8333,0.5,73.78,60,75,13.8,broken clouds
377,Cortes,ES,41.9395,-1.4396,86.05,33,23,22.97,few clouds
378,Samarai,PG,-10.6167,150.6667,77.02,87,100,15.39,overcast clouds
379,Santona,ES,43.4439,-3.4576,70.11,67,68,11.25,broken clouds
380,Vostok,RU,46.4856,135.8833,61.3,99,100,3.24,light rain
381,Quatre Cocos,MU,-20.2078,57.7625,71.1,70,18,13.78,few clouds
382,Jiblah,YE,13.9216,44.1467,61.72,74,89,6.33,overcast clouds
383,Vilhena,BR,-12.7406,-60.1458,88.02,30,0,13.8,clear sky
384,Macusani,PE,-14.0833,-70.4333,49.15,19,0,6.6,clear sky
385,Znamenskoye,RU,57.1281,73.8282,64.17,97,95,6.35,light rain
386,Port Lincoln,AU,-34.7333,135.8667,53.04,74,47,9.28,scattered clouds
387,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,11.5,scattered clouds
388,Meulaboh,ID,4.1363,96.1285,79.11,85,98,6.02,overcast clouds
389,Inhambane,MZ,-23.865,35.3833,69.28,74,0,7.72,clear sky
390,Boras,SE,57.721,12.9401,68.88,65,64,4.63,broken clouds
391,Srednekolymsk,RU,67.45,153.6833,41.4,78,73,7.05,broken clouds
392,Estelle,US,29.8458,-90.1067,90.0,63,40,0.0,scattered clouds
393,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,100,75,0.0,broken clouds
394,Lasa,IT,46.6166,10.7002,71.51,84,97,7.63,light rain
395,Soyo,AO,-6.1349,12.3689,77.05,74,91,8.9,overcast clouds
396,Katsuura,JP,35.1333,140.3,80.71,90,98,13.4,overcast clouds
397,Kimbe,PG,-5.5502,150.1429,73.94,94,66,4.7,broken clouds
398,Tilichiki,RU,60.4667,166.1,47.82,87,100,7.54,overcast clouds
399,Henties Bay,NA,-22.116,14.2845,58.86,63,2,10.74,clear sky
400,Upernavik,GL,72.7868,-56.1549,41.14,93,100,9.22,overcast clouds
401,Nizhniy Ufaley,RU,55.9153,59.9842,57.83,64,19,7.63,few clouds
402,Praxedis Guerrero,MX,31.3667,-106.0167,85.55,27,99,5.61,overcast clouds
403,Teya,RU,60.3778,92.6267,63.81,61,71,1.68,broken clouds
404,Mikuni,JP,36.2171,136.1519,78.71,82,5,3.31,clear sky
405,Warri,NG,5.5167,5.75,82.02,65,100,9.64,light rain
406,Yulara,AU,-25.2406,130.9889,51.64,40,0,8.05,clear sky
407,Manavalakurichi,IN,8.1333,77.3,78.89,83,100,16.84,heavy intensity rain
408,Porbandar,IN,21.6422,69.6093,82.69,75,76,10.87,broken clouds
409,Herzogenbuchsee,CH,47.188,7.7062,62.44,97,100,4.61,moderate rain
410,Bereda,ES,43.2686,-7.5406,70.41,53,79,6.71,broken clouds
411,Mahanoro,MG,-19.9,48.8,67.23,84,1,1.7,clear sky
412,Tura,IN,25.5198,90.2201,75.0,98,100,5.53,overcast clouds
413,Port Blair,IN,11.6667,92.75,80.64,83,75,2.3,mist
414,Port Hedland,AU,-20.3167,118.5667,64.45,42,10,5.75,clear sky
415,Anantapur,IN,14.6833,77.6,85.46,56,100,20.71,overcast clouds
416,Bukoba,TZ,-1.3317,31.8122,72.73,65,30,5.23,scattered clouds
417,Jawhar,SO,2.7809,45.5005,76.87,72,49,19.82,scattered clouds
418,Kaitangata,NZ,-46.2817,169.8464,37.0,92,100,5.44,overcast clouds
419,Kjollefjord,NO,70.9457,27.3465,62.42,63,0,4.61,clear sky
420,Tumen,CN,42.9661,129.8425,67.28,96,95,2.17,overcast clouds
421,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,73,75,13.8,broken clouds
422,Redlands,US,34.0556,-117.1825,97.02,40,1,0.0,clear sky
423,Ambon,ID,-3.6954,128.1814,75.34,94,40,6.91,scattered clouds
424,Marsh Harbour,BS,26.5412,-77.0636,84.49,69,6,11.01,clear sky
425,Barra,BR,-11.0894,-43.1417,82.89,32,4,5.46,clear sky
426,Ponferrada,ES,42.5466,-6.5962,73.81,45,11,8.01,few clouds
427,Codrington,AU,-38.2667,141.9667,47.23,83,90,5.97,overcast clouds
428,Zapolyarnyy,RU,69.4154,30.8136,70.88,49,20,5.79,few clouds
429,Ruteng,ID,-8.6136,120.4721,61.18,93,90,1.16,overcast clouds
430,Rio Gallegos,AR,-51.6226,-69.2181,39.25,48,20,33.38,few clouds
431,Williams Lake,CA,52.1415,-122.1445,56.77,81,75,1.01,broken clouds
432,Faya,SA,18.3851,42.4509,71.71,67,66,9.1,broken clouds
433,San Diego De Los Banos,CU,22.6467,-83.3697,91.33,48,99,6.2,overcast clouds
434,Beihai,CN,21.4833,109.1,85.01,87,100,7.05,overcast clouds
435,Prabumulih,ID,-3.45,104.25,76.62,84,69,3.6,broken clouds
436,Mahajanga,MG,-15.7167,46.3167,75.22,69,20,6.91,few clouds
437,Cururupu,BR,-1.8283,-44.8683,87.78,51,26,5.37,scattered clouds
438,Huilong,CN,31.8111,121.655,83.03,81,64,10.16,broken clouds
439,Ejido,VE,8.5514,-71.2375,83.7,45,82,6.4,broken clouds
440,Nabire,ID,-3.3667,135.4833,75.78,91,100,3.11,overcast clouds
441,Maragogi,BR,-9.0122,-35.2225,76.84,72,29,17.13,scattered clouds
442,Norman Wells,CA,65.282,-126.8329,44.64,76,90,8.05,overcast clouds
443,Chinsali,ZM,-10.5414,32.0816,70.21,26,1,7.23,clear sky
444,Ucluelet,CA,48.9329,-125.5528,59.09,97,100,4.09,overcast clouds
445,Olenino,RU,56.2092,33.4889,68.13,90,98,4.72,overcast clouds
446,Jurado,CO,7.1053,-77.7641,79.5,85,96,4.61,light rain
447,Requena,ES,39.4883,-1.1004,95.99,21,48,21.07,scattered clouds
448,Teknaf,BD,20.8624,92.3058,79.93,90,39,7.72,scattered clouds
449,Okmulgee,US,35.6234,-95.9605,88.52,62,1,9.22,clear sky
450,Atbasar,KZ,51.8,68.3333,68.95,53,6,14.61,clear sky
451,Umm Lajj,SA,25.0213,37.2685,94.5,43,0,3.27,clear sky
452,Shizukuishi,JP,39.6833,140.9833,74.05,97,99,1.79,overcast clouds
453,Coolum Beach,AU,-26.5333,153.1,54.07,91,1,5.17,clear sky
454,Eyl,SO,7.9803,49.8164,77.34,76,76,26.33,broken clouds
455,Abu Dhabi,AE,24.4667,54.3667,100.51,56,0,9.22,clear sky
456,Mahabad,IR,36.7631,45.7222,79.41,41,71,4.45,broken clouds
457,Rawson,AR,-43.3002,-65.1023,53.02,29,0,28.66,clear sky
458,Kalangala,UG,-0.3089,32.225,74.07,68,24,12.57,few clouds
459,Saint-Georges,GD,12.0564,-61.7485,85.68,70,40,14.97,scattered clouds
460,Preobrazheniye,RU,42.9019,133.9064,69.06,96,58,13.44,broken clouds
461,Boddam,GB,57.4667,-1.7833,61.18,84,58,15.93,broken clouds
462,Kirando,TZ,-7.4167,30.6,76.93,50,36,2.98,scattered clouds
463,Sal Rei,CV,16.1833,-22.9167,86.2,58,75,6.91,broken clouds
464,Lucapa,AO,-8.4192,20.7447,85.37,9,90,1.83,overcast clouds
465,Beroroha,MG,-21.6667,45.1667,73.36,26,1,4.9,clear sky
466,Lincoln,US,40.8,-96.667,80.02,73,20,18.41,light rain
467,Cuencame,MX,24.8711,-103.6964,74.5,50,36,7.99,scattered clouds
468,Otane,NZ,-39.8833,176.6333,43.02,76,11,2.3,few clouds
469,Aloleng,PH,16.1307,119.7824,82.0,85,99,16.11,overcast clouds
470,Lufilufi,WS,-13.8745,-171.5986,78.58,82,86,20.02,light rain
471,Siverek,TR,37.755,39.3167,93.81,17,16,17.11,few clouds
472,Piopio,NZ,-38.4667,175.0167,46.96,84,59,2.64,broken clouds
473,Kavieng,PG,-2.5744,150.7967,82.06,78,84,14.94,light rain
474,Molepolole,BW,-24.4066,25.4951,80.74,14,1,7.81,clear sky
475,Shingu,JP,33.7333,135.9833,79.92,83,3,6.17,clear sky
476,Altay,CN,47.8667,88.1167,63.84,45,9,7.0,clear sky
477,Abong Mbang,CM,3.9833,13.1833,72.27,92,99,3.27,light rain
478,Ugoofaaru,MV,5.6667,73.0,83.46,80,100,15.19,overcast clouds
479,Clyde,US,41.3042,-82.9752,81.39,65,10,9.86,clear sky
480,Barcelos,PT,41.5388,-8.6151,76.28,54,4,12.39,clear sky
481,Tevriz,RU,57.509,72.4042,64.04,97,91,4.43,light rain
482,Youkounkoun,GN,12.5333,-13.1333,84.36,68,62,4.85,broken clouds
483,Kazachinskoye,RU,57.6953,93.2761,65.44,68,56,1.3,broken clouds
484,San Policarpo,PH,12.1791,125.5072,82.17,75,85,2.77,overcast clouds
485,Alpine,US,32.835,-116.7664,86.29,82,75,0.0,broken clouds
486,Kwinana,AU,-32.25,115.7667,57.92,85,90,11.99,overcast clouds
487,General Pico,AR,-35.6566,-63.7568,66.56,42,24,15.5,few clouds
488,Nanortalik,GL,60.1432,-45.2371,48.7,75,100,13.6,overcast clouds
489,Troitsko-Pechorsk,RU,62.7084,56.1964,52.02,82,100,9.51,overcast clouds
490,Ketchikan,US,55.3422,-131.6461,55.87,94,20,4.61,few clouds
491,Cabedelo,BR,-6.9811,-34.8339,84.87,70,84,22.35,broken clouds
492,Kandrian,PG,-6.2167,149.55,75.56,91,74,7.14,broken clouds
493,Verkhnevilyuysk,RU,63.4453,120.3167,67.17,55,100,11.52,overcast clouds
494,Kisangani,CD,0.5167,25.2,77.58,73,97,2.84,overcast clouds
495,Howard Springs,AU,-12.497,131.047,68.83,84,47,7.11,scattered clouds
496,Bojnurd,IR,37.4747,57.329,91.35,11,20,13.8,few clouds
497,Elat,IL,29.5581,34.9482,100.24,22,0,13.8,clear sky
498,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,90.03,18,4,14.58,clear sky
499,Lethem,GY,3.3803,-59.7968,86.09,63,45,4.99,scattered clouds
500,Dessau,DE,51.8386,12.2456,76.35,50,100,5.01,overcast clouds
501,Pringsewu,ID,-5.3582,104.9744,74.12,96,3,1.01,clear sky
502,Tsukumi,JP,33.0706,131.8572,77.77,85,96,4.81,overcast clouds
503,Chara,RU,56.9064,118.2631,63.0,80,99,1.01,overcast clouds
504,Mnogovershinnyy,RU,53.9353,139.9242,44.37,98,83,4.18,broken clouds
505,Ouallam,NE,14.3188,2.0866,99.52,32,19,10.78,few clouds
506,Concepcion Del Oro,MX,24.6333,-101.4167,67.44,45,44,6.91,scattered clouds
507,Karratha,AU,-20.7377,116.8463,70.7,68,91,6.15,light rain
508,Mercedes,AR,-34.6515,-59.4307,76.86,51,8,7.45,clear sky
509,Mount Isa,AU,-20.7333,139.5,46.17,42,0,3.44,clear sky
510,Tobol,KZ,52.6844,62.5794,64.62,43,62,8.19,broken clouds
511,Tacuarembo,UY,-31.7333,-55.9833,77.29,49,0,12.8,clear sky
512,Araouane,ML,18.9048,-3.5265,105.31,21,84,11.63,broken clouds
513,Ayorou,NE,14.7308,0.9174,101.05,28,48,8.08,scattered clouds
514,Nemuro,JP,43.3236,145.575,68.97,96,7,4.5,clear sky
515,Arman,RU,59.7,150.1667,51.64,75,21,8.23,few clouds
516,Batagay-Alyta,RU,67.8006,130.4114,53.44,59,62,3.38,broken clouds
517,Thai Binh,VN,20.45,106.3333,91.4,81,100,5.95,light rain
518,San Rafael,AR,-34.6177,-68.3301,58.96,33,0,15.52,clear sky
519,Vung Tau,VN,10.346,107.0843,81.63,80,41,13.82,scattered clouds
520,Akureyri,IS,65.6835,-18.0878,58.93,77,75,8.05,broken clouds
521,Sabha,LY,27.0377,14.4283,106.25,6,0,11.92,clear sky
522,Korem,ET,12.5058,39.5228,61.9,76,29,2.53,moderate rain
523,Opuwo,NA,-18.0607,13.84,82.81,12,0,8.77,clear sky
524,Rock Sound,BS,24.9,-76.2,83.1,73,2,11.21,clear sky
525,Biak,ID,-0.9131,122.8766,75.43,87,100,3.89,overcast clouds
526,Lovozero,RU,68.005,35.0117,66.43,61,100,3.04,overcast clouds
527,Sagua La Grande,CU,22.8067,-80.0756,90.66,53,88,10.63,overcast clouds
528,Nagua,DO,19.3832,-69.8474,86.31,74,40,4.61,scattered clouds
529,Richards Bay,ZA,-28.783,32.0377,63.93,75,1,5.88,clear sky
530,Dole,FR,47.0833,5.5,69.71,77,75,12.66,broken clouds
531,Kirakira,SB,-10.4544,161.9205,76.91,83,100,6.6,overcast clouds
532,Birjand,IR,32.8663,59.2211,88.27,9,0,11.5,clear sky
533,Alofi,NU,-19.0595,-169.9187,71.49,83,24,5.75,few clouds
534,Kungurtug,RU,50.5994,97.5228,49.15,96,100,1.48,light rain
535,Nassjo,SE,57.6531,14.6968,66.29,76,95,3.22,overcast clouds
536,College,US,64.8569,-147.8028,58.59,94,90,4.61,light rain
537,Rivne,UA,50.6231,26.2274,75.83,38,0,8.95,clear sky
538,Carutapera,BR,-1.195,-46.02,87.21,54,21,8.34,few clouds
539,High Rock,BS,26.6208,-78.2833,87.82,67,2,10.4,clear sky
540,Saint-Denis,FR,48.9167,2.3333,72.5,73,75,13.8,heavy intensity rain
541,Mogadishu,SO,2.0371,45.3438,76.41,84,31,17.74,scattered clouds
542,Bayan,CN,46.0833,127.4,66.07,89,0,4.09,clear sky
543,Catamarca,AR,-28.4696,-65.7852,80.58,46,9,1.99,clear sky
544,Fojnica,BA,43.9625,17.8983,88.72,27,4,7.25,clear sky
545,Nueva Loja,EC,0.0847,-76.8828,81.88,78,0,3.44,clear sky
546,Campoverde,PE,-8.4753,-74.8058,87.49,28,4,0.45,clear sky
547,Mizdah,LY,31.4451,12.9801,108.12,7,0,4.7,clear sky
548,Makakilo City,US,21.3469,-158.0858,75.52,68,1,4.61,clear sky
549,Awbari,LY,26.5921,12.7805,106.3,6,0,13.22,clear sky
550,Port Antonio,JM,18.18,-76.4612,92.91,65,25,6.02,scattered clouds
551,Kawardha,IN,22.0167,81.25,80.47,79,76,5.3,broken clouds
552,Sisimiut,GL,66.9395,-53.6735,40.96,95,100,2.64,light rain
553,Doha,QA,25.2867,51.5333,104.31,51,0,8.05,clear sky
554,Ballsh,AL,40.5989,19.7347,86.83,30,1,8.57,clear sky
555,Brenham,US,30.1669,-96.3977,88.41,78,75,6.91,broken clouds
556,Koumac,NC,-20.5667,164.2833,66.36,72,93,4.14,overcast clouds
557,Vanimo,PG,-2.6741,141.3028,76.96,87,100,3.91,overcast clouds
558,Venado Tuerto,AR,-33.7456,-61.9688,71.76,35,0,10.09,clear sky
559,Filingue,NE,14.3521,3.3168,100.08,31,33,11.39,scattered clouds
560,Abonnema,NG,4.7084,6.7931,77.54,81,100,9.13,light rain
561,Am Timan,TD,11.0297,20.2827,76.03,84,99,5.95,overcast clouds
562,Port Moresby,PG,-9.4431,147.1797,74.07,88,97,11.92,overcast clouds
563,Pilar,BR,-9.5972,-35.9567,78.73,56,49,11.79,scattered clouds
564,Jinchang,CN,38.4953,102.1739,67.89,49,100,9.8,overcast clouds
565,Mattru,SL,7.6244,-11.8332,87.87,46,78,4.83,broken clouds
566,Sioux Lookout,CA,50.1001,-91.917,61.18,82,90,6.91,haze
567,Healdsburg,US,38.6105,-122.8692,87.91,94,1,0.0,haze
568,Nyaregyhaza,HU,47.2617,19.5015,87.89,20,23,12.08,few clouds
569,Nador,MA,35.174,-2.9287,91.47,44,0,19.57,clear sky
570,Panaba,MX,21.2833,-88.2667,93.13,45,7,8.05,clear sky
571,Hirara,JP,24.8,125.2833,81.21,90,100,32.95,very heavy rain
572,Karatsu,JP,33.4425,129.9697,82.29,86,95,4.29,overcast clouds
573,Khani,GE,41.9563,42.9566,72.97,92,100,1.57,overcast clouds
574,Naze,JP,28.3667,129.4833,79.99,85,100,13.24,overcast clouds
575,Onverwacht,SR,5.5833,-55.1833,84.2,70,40,4.61,scattered clouds
576,Goderich,CA,43.7501,-81.7165,80.04,73,67,9.22,broken clouds
577,Fez,MA,34.0372,-4.9998,89.85,30,0,11.5,clear sky
578,Visby,SE,57.6409,18.296,67.86,82,40,16.11,scattered clouds
579,Pleasant Point,NZ,-44.2667,171.1333,38.8,81,100,1.19,overcast clouds
580,Khor,RU,47.8861,134.9464,56.73,97,100,11.95,moderate rain
581,Terme,TR,41.2092,36.9739,73.27,86,100,3.42,overcast clouds
582,Wakkanai,JP,45.4094,141.6739,65.43,94,100,30.36,moderate rain
583,Gwadar,PK,25.1216,62.3254,81.16,83,98,6.11,overcast clouds
584,Bowen,AU,-20.0167,148.2333,55.62,86,3,10.16,clear sky
585,Wajima,JP,37.4,136.9,81.88,87,51,1.19,broken clouds
586,Tefe,BR,-3.3542,-64.7114,82.51,89,75,5.75,broken clouds
587,Farmos,HU,47.3607,19.8462,88.32,39,36,1.99,scattered clouds
588,Kerrville,US,30.0474,-99.1403,84.56,67,1,5.01,clear sky
589,Kismayo,SO,-0.3582,42.5454,75.97,80,74,13.42,broken clouds
590,Hami,CN,42.8,93.45,84.58,18,0,7.23,clear sky
591,Svetlogorsk,BY,52.6333,29.7333,63.41,75,89,11.07,overcast clouds
592,Luba,GQ,3.4568,8.5547,76.44,82,98,4.32,light rain
593,Mpika,ZM,-11.8343,31.4529,63.1,40,0,2.93,clear sky
594,La Cumbre,AR,-30.982,-64.4914,72.64,37,7,8.01,clear sky
595,Oum Hadjer,TD,13.2954,19.6966,84.52,59,93,8.57,overcast clouds
596,Batagay,RU,67.6333,134.6333,59.04,44,62,3.24,broken clouds
597,Kitimat,CA,54.0524,-128.6534,57.9,94,99,2.04,light rain
598,Honiara,SB,-9.4333,159.95,77.18,83,100,3.22,overcast clouds
599,Montepuez,MZ,-13.1256,38.9997,75.06,34,12,5.86,few clouds
600,Bella Union,UY,-30.2752,-57.6007,77.56,48,0,13.62,clear sky
601,Khujner,IN,23.7833,76.6,76.68,89,98,6.89,overcast clouds
602,Caravelas,BR,-17.7125,-39.2481,72.09,74,99,8.23,overcast clouds
603,Mangan,IN,27.5167,88.5333,77.4,87,95,1.77,overcast clouds
604,Lebyazhye,RU,55.2689,66.4947,59.02,77,67,6.46,broken clouds
605,Xuddur,SO,4.1213,43.8894,83.46,40,77,17.74,broken clouds
606,Champerico,GT,14.3,-91.9167,90.77,76,94,1.92,overcast clouds
607,Buena Vista,US,43.4203,-83.8986,77.61,79,75,0.0,broken clouds
608,Naryan-Mar,RU,67.6713,53.087,52.14,71,100,8.68,overcast clouds
609,Isiro,CD,2.7739,27.616,69.91,96,88,3.71,light rain
610,Galiakot,IN,23.5167,74.0,80.17,79,79,2.64,broken clouds
611,Keffi,NG,8.8486,7.8736,77.38,88,95,5.5,moderate rain
612,Palaikastron,GR,35.2,26.25,81.14,53,0,23.11,clear sky
613,Chanika,TZ,-5.4167,38.0167,69.91,62,96,4.97,overcast clouds
614,Cicero Dantas,BR,-10.6,-38.3833,77.79,48,73,14.63,broken clouds
615,Bac Lieu,VN,9.285,105.7244,81.01,83,62,9.08,broken clouds
616,Oktyabrskiy,RU,54.4815,53.471,65.84,50,99,4.7,overcast clouds
617,Usinsk,RU,65.9939,57.5281,52.25,86,100,7.47,overcast clouds
618,Codajas,BR,-3.8367,-62.0569,96.64,34,48,1.48,scattered clouds
619,Bolec,RS,44.7247,20.6033,87.55,19,9,7.25,clear sky
620,Praya,CV,14.9215,-23.5087,82.94,69,20,13.8,few clouds
621,Mantsala,FI,60.6609,25.2838,60.48,96,100,11.95,moderate rain
622,Shache,CN,38.4167,77.2406,81.97,31,100,12.35,overcast clouds
623,Mrakovo,RU,52.7161,56.6244,64.22,52,12,5.75,few clouds
624,Fare,PF,-16.7,-151.0167,77.79,71,75,8.7,broken clouds
625,Alekseyevsk,RU,57.8406,108.3492,52.54,92,76,1.59,broken clouds
626,Aitape,PG,-3.1374,142.3475,77.23,82,100,4.9,overcast clouds
627,Ladario,BR,-19.0047,-57.6017,89.89,29,0,9.22,clear sky
628,Cabra,ES,37.4725,-4.4421,92.64,26,5,5.01,clear sky
629,Callaway,US,30.153,-85.5699,87.96,69,40,1.99,scattered clouds
630,Jiayuguan,CN,39.8167,98.3,70.79,35,77,5.7,broken clouds
631,Latung,PH,5.5,120.8833,83.95,76,100,6.73,overcast clouds
632,Ponta Pora,BR,-22.5361,-55.7256,78.71,38,0,11.5,clear sky
633,Rundu,NA,-17.9333,19.7667,78.62,10,0,5.75,clear sky
634,San Mateo Del Mar,MX,16.2,-95.0,78.58,85,100,11.12,overcast clouds
635,Villa Carlos Paz,AR,-31.4241,-64.4978,78.24,36,2,3.0,clear sky
636,Kysyl-Syr,RU,63.8986,122.7617,68.04,44,94,13.91,overcast clouds
637,Zholymbet,KZ,51.7433,71.7122,67.21,78,100,14.94,light rain
638,Waddan,LY,29.1614,16.139,107.8,7,0,13.33,clear sky
639,Sakhnovshchyna,UA,49.1517,35.872,82.27,49,76,6.31,broken clouds
640,Salamiyah,SY,35.0113,37.0532,88.86,25,0,15.43,clear sky
641,Price,US,39.5994,-110.8107,69.06,32,1,9.22,haze
642,Hearst,CA,49.6835,-83.6665,57.45,44,15,6.38,few clouds
643,Ascension,US,30.2169,-90.9001,90.03,62,1,0.0,clear sky
644,Pozo Colorado,PY,-23.4923,-58.7972,92.61,17,1,12.37,clear sky
645,Bilma,NE,18.6853,12.9164,107.98,8,40,11.01,scattered clouds
646,Ojinaga,MX,29.5667,-104.4167,89.56,45,1,4.61,clear sky
647,Karpathos,GR,35.507,27.2132,85.96,79,0,20.71,clear sky
648,Tobermory,CA,45.2501,-81.6665,72.3,87,56,4.79,broken clouds
649,Camapua,BR,-19.5314,-54.0439,90.48,19,0,7.54,clear sky
650,Verkhnyaya Inta,RU,65.9811,60.3094,53.6,93,100,5.48,overcast clouds
651,Mana,GF,5.6592,-53.7767,81.39,80,63,2.24,broken clouds
652,Hofn,IS,64.2539,-15.2082,55.63,85,100,8.57,heavy intensity rain
653,Xiaoweizhai,CN,26.1903,107.5125,74.23,91,100,2.21,overcast clouds
654,Manaure,CO,11.7751,-72.4445,89.85,51,89,19.69,overcast clouds
655,Hokitika,NZ,-42.7167,170.9667,44.02,95,100,4.74,light rain
656,Myanaung,MM,18.2833,95.3167,78.6,86,71,3.89,broken clouds
657,Sept-Iles,CA,50.2001,-66.3821,72.12,72,75,5.01,broken clouds
658,Tombouctou,ML,20.0,-3.0,109.31,16,69,12.41,broken clouds
659,Fasa,IR,28.9383,53.6482,94.24,18,40,4.61,scattered clouds
660,Gizycko,PL,54.0381,21.7644,70.84,61,53,7.54,broken clouds
661,Bloomsburg,US,41.0037,-76.4549,85.59,65,98,10.0,overcast clouds
662,Cobija,BO,-11.0267,-68.7692,87.98,51,0,0.0,clear sky
663,Saiha,IN,22.4833,92.9667,70.7,98,85,2.71,overcast clouds
664,Sibenik,HR,43.7272,15.9058,88.14,39,0,3.0,clear sky
665,Valparaiso,CL,-33.0393,-71.6273,54.52,76,90,0.0,mist
666,Batsfjord,NO,70.6345,29.7185,66.69,55,32,10.74,scattered clouds
667,Talara,PE,-4.5772,-81.2719,66.96,72,90,21.85,overcast clouds
668,Okha,RU,53.5739,142.9478,52.36,84,22,14.25,few clouds
669,Lagoa,PT,39.05,-27.9833,69.1,68,100,14.16,overcast clouds
670,Sarishabari,BD,24.7333,89.8333,81.9,89,100,5.86,overcast clouds
671,The Valley,AI,18.217,-63.0578,89.46,66,40,14.97,scattered clouds
672,Vikindu,TZ,-7.0067,39.2985,80.24,61,0,10.36,clear sky
673,Poum,NC,-20.2333,164.0167,69.17,71,85,10.58,overcast clouds
674,Ampanihy,MG,-24.7,44.75,69.35,56,7,9.44,clear sky
675,Ust-Kuyga,RU,70.0167,135.6,55.17,62,61,4.81,broken clouds
676,Chernyshevskiy,RU,63.0128,112.4714,59.05,53,100,2.51,overcast clouds
677,Brandfort,ZA,-28.7001,26.4597,69.21,21,0,3.58,clear sky
678,Ban Nahin,LA,18.2418,104.2122,79.52,89,100,1.07,overcast clouds
679,Sinnamary,GF,5.3833,-52.95,84.69,68,69,2.39,broken clouds
680,Kyabe,TD,9.4515,18.9449,76.06,89,95,4.45,moderate rain
681,Hualmay,PE,-11.0964,-77.6139,67.42,71,45,11.65,scattered clouds
682,Elbistan,TR,38.2059,37.1983,75.34,44,32,6.08,scattered clouds
683,Izhma,RU,65.0083,53.9113,54.16,71,100,6.85,overcast clouds
684,Acarau,BR,-2.8856,-40.12,89.94,47,9,16.53,clear sky
685,Kemi,FI,65.8596,24.8228,74.97,31,0,10.36,clear sky
686,Jiaocheng,CN,24.6774,116.1389,80.42,91,93,1.23,overcast clouds
687,Sudak,UA,44.85,34.9667,77.95,73,83,2.42,broken clouds
688,Boca Do Acre,BR,-8.7522,-67.3978,99.03,22,0,1.72,clear sky
689,Maun,BW,-19.9833,23.4167,85.96,15,0,8.05,clear sky
690,Tezu,IN,27.9167,96.1667,77.76,98,92,3.15,overcast clouds
691,Telimele,GN,10.9167,-13.3333,81.61,58,25,4.54,scattered clouds
692,Baruun-Urt,MN,46.6806,113.2792,65.82,49,98,7.05,overcast clouds
693,Nizhneangarsk,RU,55.7833,109.55,53.04,87,46,3.02,scattered clouds
694,Jamkhed,IN,18.7362,75.3121,79.2,70,98,14.99,overcast clouds
695,Mago,RU,53.2514,140.1822,46.18,97,58,3.13,broken clouds
696,Roros,NO,62.5747,11.3842,58.84,63,90,13.8,overcast clouds
697,Kamaishi,JP,39.2667,141.8833,76.57,96,100,6.93,overcast clouds
698,Torit,SS,4.4133,32.5678,77.27,69,69,2.71,broken clouds
699,Quang Ngai,VN,15.1167,108.8,80.35,83,100,6.31,overcast clouds
